123032.51697988561,1.0651055110666777e-15
182110.67972391818,1.2442859204376558e-15
11805207.343251627,6.524198571538794e-15
17392348.358011197,7.631850184196886e-15
26342267.53806704,9.020643800455977e-15
39804542.51401693,1.0639828804541652e-14
54249063.73200028,1.2066189328434718e-14
90884871.58955722,1.469811349240704e-14
140195815.93164623,1.7401559958913095e-14
211843202.4682105,2.0450490764586536e-14
320106146.7759329,2.3996523323010445e-14
493784517.1268754,2.8297598409582827e-14
761694680.998707,3.332174963145324e-14
1150960458.0812924,3.897897929899891e-14
1812457501.6918669,4.587932048987241e-14
2795833386.2059693,5.366852291389937e-14
4494513500.891884,6.326698220036269e-14
6933078921.197906,7.340088897174167e-14
11047292256.191418,8.523636146716984e-14
18290809361.163563,9.941080016902876e-14
30017070134.335308,1.1364200776233445e-13
50288380609.31424,1.292476323143666e-13
91500379956.70274,1.4497147054902857e-13
169958198215.6343,1.5700164217512448e-13
335856115993.9532,1.6041643804353837e-13
636848977942.7014,1.510999539070987e-13
1089180308142.1724,1.32198369768871e-13
1612186526998.4343,1.124643028770362e-13
2289827917283.337,9.282983480860773e-14
2933394911390.553,7.743928661003883e-14
3681071461456.1797,6.372805175947747e-14
4524952127449.457,5.2228879352407354e-14
5448660585133.752,4.2304976713148106e-14
6295606474291.818,3.496547664448881e-14
7052440494995.625,2.9470418299040206e-14
7738865764415.821,2.588364730979495e-14
8404912755086.051,2.3254415396634946e-14
9318651706483.596,1.91804504497952e-14
10547193751048.63,1.531202079412522e-14
11693830490667.145,1.2638600963491219e-14
12965123688076.836,1.0152115708365432e-14
14048084479853.186,8.510061000428254e-15
15229851254981.232,6.971047322648957e-15
16609033178910.166,5.598889686359284e-15
18038492857306.613,4.558940615581925e-15
19190759853562.74,3.772863238535323e-15
20842416341508.734,3.013325587973063e-15
22122007685960.523,2.4982504622216933e-15
23590215657589.75,2.0472520343002436e-15
25620512166962.72,1.5960883654081144e-15
26700276285302.773,1.3246286894328035e-15
28405842675901.34,1.0719445793321856e-15
